2.941754e-03 1.024280e-16 1.307683e-29 1.771805e+00 4.592610e+00 6.796850e-23 2.939190e-01 4.338730e+00 1.459790e+00 2.082547e-09 1.697975e+00 4.348497e+05 1.794133e-02 7.865643e-03 8.690560e-01 2.939319e+00 1.021038e+01 2.042606e+01 2.451599e+00 53.399418
2.279670e-03 1.978940e-17 6.298899e-31 1.777050e+00 4.607520e+00 2.767240e-23 2.762610e+00 2.108520e-01 2.711600e+00 1.357720e-08 5.433732e+01 5.391589e+07 7.769420e-02 4.307190e-02 2.495472e+00 6.464847e+00 1.743874e+01 3.489028e+01 6.371574e+01 10.484285
3.037795e-03 9.766250e-17 1.151247e-29 1.809595e+00 4.573120e+00 5.871890e-23 5.263100e-01 5.352680e+00 4.142270e+00 2.594238e-09 2.238293e+00 6.229496e+05 1.852018e-02 9.049363e-03 2.938376e-01 5.447830e-01 1.067677e+00 2.133081e+00 2.820305e+00 46.191409
3.000568e-03 2.230250e-17 6.078201e-31 1.789624e+00 4.553800e+00 1.411510e-23 7.971880e-01 1.746230e+00 5.854170e+00 1.271548e-08 4.791895e+01 5.777909e+07 1.032187e-01 4.780275e-02 5.823206e-01 6.672308e-01 9.384386e-01 1.928065e+00 8.354139e+01 8.840744
2.326608e-03 2.055830e-17 6.660741e-31 1.781386e+00 4.569860e+00 2.877530e-23 2.904690e+00 4.950650e+00 2.963640e+00 1.217560e-08 4.719890e+01 4.616498e+07 6.701450e-02 3.708844e-02 5.778957e+00 2.422959e+01 1.030610e+02 2.061176e+02 4.753080e+01 11.940147
3.506598e-03 4.069500e-17 1.731680e-30 1.810036e+00 4.532300e+00 1.557830e-23 7.737370e-01 2.128990e+00 3.629050e-01 7.624014e-09 1.554449e+01 1.197388e+07 5.012646e-02 2.453041e-02 3.699540e-01 4.483636e-01 6.344852e-01 1.287788e+00 2.118972e+01 14.836527
3.166684e-03 7.564050e-17 6.624841e-30 1.760479e+00 4.522030e+00 4.088910e-23 1.551270e+00 5.594470e+00 3.194590e-01 7.474891e-09 8.182814e+00 3.028089e+06 4.642101e-02 1.978087e-02 6.502481e-02 3.715957e-02 3.769762e-02 2.798371e-01 1.858219e+01 15.491304
3.068191e-03 5.322750e-17 3.385799e-30 1.743688e+00 4.532560e+00 3.196890e-23 1.313400e+00 2.345030e+00 9.744120e-01 9.026309e-09 1.431943e+01 7.376607e+06 7.238655e-02 2.698402e-02 1.037088e-01 6.671978e-02 6.922037e-02 3.539515e-01 3.815847e+01 12.750665
2.871944e-03 4.363610e-17 2.431014e-30 1.770499e+00 4.579310e+00 3.177070e-23 2.243910e+00 9.761630e-01 5.397710e+00 8.807546e-09 1.605139e+01 9.160430e+06 4.563924e-02 2.402322e-02 2.228618e-01 2.299244e-01 2.964937e-01 6.779332e-01 2.132719e+01 15.722957
4.616730e-03 2.072510e-16 3.411381e-29 1.722057e+00 4.649200e+00 2.630420e-23 1.120400e+00 3.329080e+00 9.397390e-01 5.038517e-09 1.988950e+00 3.896803e+05 3.095156e-02 1.044400e-02 8.205432e-02 5.879869e-02 6.638097e-02 2.277427e-01 6.115168e+00 25.050261
