3.10948 0.00821001 30.9345 1.6803 4.82529 2.06001e-21 1.51888 4.70647 5.44168 -7.9279 -3.016 -3.42241 -4.17652 -3.10154 0.000355657 0.00034348 0.00342716 
2.94839 0.00514123 2.1689 1.22397 5.63066 5.65676e-22 2.54074 4.69217 4.14234 -7.61957 -1.80175 -3.39077 -3.48675 -1.95604 0.0176128 0.0309856 0.0629281 
2.83431 0.0119273 52.4594 2.68658 3.47015 6.61008e-22 2.9178 6.09366 3.33418 -6.92255 -1.98659 -3.22093 -3.015 -0.919473 0.536125 2.33848 4.67451 
2.71166 0.00388667 0.724623 1.51397 0.444921 3.92403e-22 0.601544 0.821135 1.86195 -7.21443 -0.964112 -2.73216 -3.29772 -1.72744 0.0303023 0.0537404 0.107517 
2.63576 0.00519072 2.21468 1.64153 4.72089 3.09403e-22 2.35911 3.17314 2.18804 -7.18462 -1.32116 -2.69405 -3.27879 -1.92121 0.0141482 0.0202248 0.0424448 
2.56514 0.00445294 1.16023 1.19601 1.16301 2.56677e-22 0.598665 5.14035 2.94418 -6.69018 -0.620307 -2.85145 -3.15863 -1.58419 0.0418041 0.0742742 0.153947 
2.55464 0.0086264 32.882 2.40356 4.3692 3.00593e-22 2.58171 3.01559 5.02428 -7.30321 -2.35989 -3.48871 -3.30619 -1.51456 0.0527636 0.0993219 0.200538 
2.54302 0.00764702 33.5742 1.57103 4.71335 2.54022e-22 2.41831 2.02299 2.20869 -7.32676 -2.468 -2.57 -3.59412 -1.7415 0.0237402 0.0363223 0.0733842 
2.52368 0.00461778 1.47219 1.64876 2.11553 2.14801e-22 0.581396 0.843898 5.9283 -6.88244 -0.984683 -2.4747 -3.12397 -1.50178 0.0529508 0.0966076 0.195512 
2.51399 0.00569538 2.22602 1.68796 4.46785 1.83652e-22 0.522807 5.96059 0.264493 -7.22131 -1.28893 -2.62423 -3.18667 -1.38396 0.077329 0.154567 0.310064 
2.50937 0.0130722 108.804 1.51132 4.82776 3.39835e-22 0.830946 5.58772 4.01576 -7.15498 -2.54338 -2.7175 -3.10687 -1.87191 0.015774 0.0213281 0.0595871 
2.47457 0.0051795 4.74348 1.45218 4.68158 1.99777e-22 0.670881 3.1117 5.64729 -7.02571 -1.48175 -2.64732 -3.10101 -1.59736 0.0356198 0.0569738 0.114121 
2.45978 0.00421692 2.55014 2.00624 4.19041 2.66958e-22 2.28536 5.25747 6.16102 -6.98457 -1.24666 -3.00623 -2.97344 -1.85801 0.0148548 0.0197165 0.0409345 
2.45663 0.00700911 3.97756 1.52181 5.76241 1.92529e-22 2.39496 1.01094 0.625172 -7.3495 -1.63779 -2.43393 -3.20435 -1.70557 0.025493 0.0380913 0.0785432 
2.43705 0.00846431 21.3327 0.824198 1.14973 3.86508e-22 1.3743 5.77649 3.96144 -7.08032 -2.06924 -3.3565 -3.14038 -2.37054 0.00247815 0.0025129 0.0403181 
2.42436 0.00425605 1.28599 0.894391 5.05772 3.61215e-22 1.87747 5.59916 2.0151 -6.91284 -0.919311 -2.9202 -2.76717 -2.25358 0.0036398 0.00396964 0.0264997 
2.4116 0.0025957 0.459983 1.81924 4.52593 1.0079e-21 1.26858 2.7563 1.94895 -6.79171 -0.514452 -2.51357 -2.75718 -2.24903 0.00368095 0.00395091 0.0185673 
2.38693 0.00580308 4.51493 1.05316 4.9623 1.32918e-22 2.74325 0.257469 4.56302 -6.97856 -1.39108 -2.9574 -2.9057 -0.991351 0.251678 0.649118 1.29733 
2.38631 0.007988 39.0088 1.90368 4.49674 1.51137e-22 0.435062 0.554666 1.7368 -7.13968 -2.31135 -2.95983 -3.36842 -1.06814 0.193733 0.459663 0.918533 
2.37556 0.0054001 6.42454 2.11873 4.37722 1.37444e-22 0.409758 0.260212 5.1263 -6.99272 -1.55116 -2.92776 -2.85474 -1.00572 0.236759 0.601788 1.20234 
2.36251 0.00467711 3.85754 0.553286 0.025975 1.59399e-22 0.423964 0.424187 6.02534 -6.89103 -1.31636 -3.1787 -2.69116 -1.06009 0.202208 0.496763 0.989043 
2.35226 0.0029047 0.184702 1.48415 2.46423 6.10195e-22 1.92117 0.651012 1.63224 -6.65544 -0.0883384 -2.26115 -2.77995 -2.14587 0.00478214 0.00503698 0.0459513 
2.32439 0.00671697 15.4851 1.6877 4.63167 1.32128e-22 0.494484 2.72454 1.94972 -7.03798 -1.88266 -2.47059 -2.99374 -1.14182 0.143601 0.305899 0.613907 
2.32304 0.00785896 40.8859 1.21306 5.11206 3.08324e-22 1.52919 2.46375 2.10763 -7.15468 -2.3731 -2.98036 -3.33737 -2.32112 0.00280678 0.00275589 0.0184939 
2.32143 0.010435 26.8069 2.3123 2.30359 1.62243e-22 0.852579 6.27856 5.66287 -6.59284 -1.59547 -3.12249 -2.93381 -1.68025 0.0222842 0.030014 0.161051 
2.31421 0.00394061 1.16761 1.2401 0.647714 1.9571e-22 2.28018 5.50176 1.8917 -6.504 -0.481303 -2.49873 -2.78034 -1.70165 0.021604 0.0284871 0.0836038 
2.31117 0.00554926 1.84706 1.53762 1.72532 1.5226e-22 0.902584 1.42241 3.10541 -6.74106 -0.829747 -2.3259 -2.99908 -1.74578 0.0179654 0.0224709 0.0680632 
2.31019 0.00430069 1.64793 1.71613 4.65429 1.86651e-22 2.24357 0.27267 0.300764 -6.77331 -0.859954 -2.47223 -2.87375 -1.75064 0.0174981 0.0227651 0.0525397 
2.26377 0.00918409 20.3967 1.69129 4.67964 9.58972e-23 0.400441 3.17575 2.3279 -7.15889 -2.00544 -2.55888 -3.39784 -0.874472 0.327039 0.822392 1.64726 
2.26177 0.00351753 0.368244 2.24896 5.43313 4.17242e-22 1.68872 6.26736 4.69263 -6.77671 -0.285569 -2.8684 -2.66567 -2.23533 0.00295056 0.0033539 0.0242946 
2.25943 0.00930433 19.3167 1.65066 4.72358 1.0303e-22 0.591304 1.8345 3.40283 -7.17654 -1.99548 -2.43473 -3.40347 -1.24486 0.0920991 0.166074 0.333684 
